user_id,gender,age,register_date,city
user_00065,M,61,2022-02-17,武汉
user_00066,F,18,2020-07-12,北京
user_00067,M,20,2021-10-28,武汉
user_00068,F,63,2020-09-02,深圳
user_00069,M,43,2020-11-09,成都
user_00070,F,48,2021-12-30,北京
user_00071,F,25,2021-01-18,成都
user_00072,M,60,2022-02-03,北京
user_00073,M,63,2022-02-27,上海
user_00074,F,25,2020-10-03,上海
user_00075,F,52,2020-03-12,南京
user_00076,F,56,2020-05-08,深圳
user_00077,F,45,2020-12-23,北京
user_00078,M,68,2021-11-28,上海
user_00079,M,21,2021-06-08,深圳
user_00080,M,33,2020-08-07,广州
user_00081,F,30,2020-01-06,上海
user_00082,F,37,2022-01-20,上海
user_00083,M,68,2021-09-15,杭州
user_00084,M,22,2020-08-15,成都
user_00085,M,54,2020-01-17,广州
user_00086,M,37,2021-08-07,北京
user_00087,F,41,2020-01-12,深圳
user_00088,F,53,2021-08-20,广州
user_00089,F,51,2021-05-13,北京
user_00090,M,62,2021-11-22,上海
user_00091,M,65,2021-09-25,武汉
user_00092,F,51,2021-12-16,杭州
user_00093,F,36,2021-05-16,南京
user_00094,F,34,2020-03-10,武汉
user_00095,F,22,2020-04-17,南京
user_00096,F,42,2020-07-19,深圳
user_00097,F,35,2020-02-21,深圳
user_00098,M,67,2021-07-02,广州
user_00099,M,25,2021-09-20,南京
user_00100,M,44,2020-09-15,成都
user_00101,M,32,2021-04-26,北京
user_00102,F,62,2020-09-20,南京
user_00103,M,30,2020-10-29,杭州
user_00104,F,33,2021-07-29,南京
user_00105,F,39,2021-07-07,南京
user_00106,M,37,2021-07-08,杭州
user_00107,M,30,2020-05-04,武汉
user_00108,F,37,2020-09-26,广州
user_00109,M,19,2022-01-14,南京
user_00110,M,52,2021-04-24,成都
user_00111,M,64,2020-05-11,成都
user_00112,M,36,2020-01-02,成都
user_00113,F,62,2020-04-24,深圳
user_00114,F,54,2021-04-25,北京
user_00115,F,23,2020-01-01,北京
user_00116,F,31,2020-11-26,武汉
user_00117,F,21,2021-07-30,南京
user_00118,M,39,2021-09-28,广州
user_00119,F,68,2022-02-06,上海
user_00120,F,56,2021-01-25,广州
user_00121,F,53,2020-05-22,南京
user_00122,F,51,2020-11-23,北京
user_00123,M,44,2022-01-27,南京
user_00124,M,24,2021-09-19,武汉
user_00125,M,20,2021-01-11,深圳
user_00126,M,64,2020-03-30,南京
user_00127,F,50,2020-02-11,广州
user_00128,F,19,2020-02-04,武汉
user_00129,M,59,2021-05-08,上海
user_00130,F,33,2021-07-06,杭州
user_00131,M,42,2020-05-03,广州
user_00132,M,32,2020-02-26,南京
user_00133,M,41,2021-03-31,武汉
user_00134,M,32,2020-08-22,成都
user_00135,F,48,2021-08-30,上海
user_00136,M,31,2021-01-26,成都
user_00137,F,31,2021-05-06,深圳
user_00138,F,23,2020-12-08,北京
user_00139,M,31,2021-10-05,广州
user_00140,F,34,2020-06-24,武汉
user_00141,F,35,2020-02-21,广州
user_00142,M,37,2021-07-03,成都
user_00143,F,68,2021-04-22,成都
user_00144,M,34,2021-05-03,北京
user_00145,M,33,2020-01-05,武汉
user_00146,M,57,2021-12-25,广州
user_00147,F,56,2021-09-23,武汉
user_00148,F,69,2020-07-27,北京
user_00149,M,49,2020-08-04,成都
user_00150,M,61,2021-06-19,南京
user_00151,F,26,2020-12-07,杭州
user_00152,M,44,2021-12-17,武汉
user_00153,M,63,2021-02-04,成都
user_00154,F,69,2021-04-06,上海
user_00155,F,50,2022-01-07,成都
user_00156,M,27,2021-12-30,成都
user_00157,F,34,2020-07-29,武汉
user_00158,F,66,2020-01-26,杭州
user_00159,M,66,2020-09-08,北京
user_00160,F,53,2020-01-03,上海
user_00161,M,34,2020-01-02,上海
user_00162,F,35,2021-08-26,广州
user_00163,F,69,2020-01-02,杭州
user_00164,F,40,2020-05-29,南京
user_00165,M,51,2021-08-05,深圳
user_00166,F,25,2020-01-04,广州
user_00167,M,30,2021-05-11,广州
user_00168,M,40,2021-07-03,南京
user_00169,M,37,2021-04-12,广州
user_00170,F,39,2020-03-10,上海
user_00171,F,64,2020-07-19,北京
user_00172,M,69,2020-11-03,武汉
user_00173,F,40,2020-09-08,南京
user_00174,M,58,2020-10-13,成都
user_00175,F,52,2020-10-18,上海
user_00176,M,20,2020-06-02,成都
user_00177,F,51,2020-05-12,南京
user_00178,M,50,2021-08-08,成都
user_00179,F,63,2020-09-30,深圳
user_00180,M,34,2022-02-21,武汉
user_00181,M,62,2021-11-27,广州
user_00182,M,36,2021-05-23,深圳
user_00183,F,47,2020-12-18,广州
user_00184,F,40,2020-01-05,上海
user_00185,M,32,2020-10-19,成都
user_00186,F,31,2020-12-25,深圳
user_00187,F,19,2021-08-20,南京
user_00188,F,56,2020-08-01,南京
user_00189,F,66,2021-02-09,杭州
user_00190,M,35,2021-03-11,上海
user_00191,M,23,2020-01-15,上海
user_00192,F,49,2020-09-29,南京
user_00193,F,38,2021-07-16,杭州
user_00194,F,57,2022-02-03,广州
user_00195,M,45,2020-02-14,成都
user_00196,M,44,2021-12-03,广州
user_00197,F,19,2021-09-25,广州
user_00198,F,50,2021-02-15,上海
user_00199,F,33,2020-07-05,南京
user_00200,F,56,2021-12-26,广州
user_00201,F,39,2021-10-22,北京
user_00202,M,60,2020-06-18,杭州
user_00203,M,64,2021-12-21,武汉
user_00204,F,30,2021-08-16,杭州
user_00205,F,19,2021-02-04,成都
user_00206,M,31,2021-12-08,杭州
user_00207,M,55,2020-09-02,南京
user_00208,F,58,2021-07-05,广州
user_00209,M,45,2021-11-10,广州
user_00210,M,24,2020-02-12,深圳
user_00211,F,35,2021-12-23,成都
user_00212,F,58,2020-06-27,成都
user_00213,F,53,2021-04-01,杭州
user_00214,M,58,2021-06-18,广州
user_00215,F,53,2021-08-29,北京
user_00216,M,61,2021-11-02,南京
user_00217,M,21,2020-08-31,南京
user_00218,F,47,2020-01-17,深圳
user_00219,F,41,2020-04-21,北京
user_00220,F,37,2021-09-06,南京
user_00221,F,63,2021-08-20,广州
user_00222,F,48,2021-06-30,成都
user_00223,M,41,2020-01-30,成都
user_00224,M,24,2020-07-10,武汉
user_00225,M,43,2021-03-12,南京
user_00226,M,30,2020-06-27,北京
user_00227,F,25,2021-09-07,武汉
user_00228,M,22,2021-11-07,武汉
user_00229,F,61,2021-04-18,上海
user_00230,F,30,2021-09-25,南京
user_00231,F,46,2020-05-13,南京
user_00232,F,37,2020-11-07,广州
user_00233,F,31,2022-01-05,成都
user_00234,F,49,2020-01-25,杭州
user_00235,M,67,2021-01-05,上海
user_00236,F,44,2021-06-08,成都
user_00237,M,42,2020-11-14,杭州
user_00238,M,69,2020-08-17,成都
user_00239,F,21,2020-04-11,上海
user_00240,M,38,2021-03-25,北京
user_00241,F,35,2021-01-12,广州
user_00242,F,56,2020-07-21,武汉
user_00243,F,32,2020-09-23,上海
user_00244,M,55,2021-04-06,上海
user_00245,M,65,2020-12-30,武汉
user_00246,F,69,2022-01-03,南京
user_00247,M,41,2020-04-13,成都
user_00248,F,25,2020-04-20,南京
user_00249,F,45,2021-03-03,杭州
user_00250,F,38,2021-04-13,武汉
user_00251,M,33,2021-08-03,上海
user_00252,M,33,2022-02-08,南京
user_00253,F,52,2021-11-10,广州
user_00254,M,34,2021-07-14,武汉
user_00255,M,26,2020-09-06,武汉
user_00256,F,52,2021-04-26,北京
user_00257,F,69,2020-11-26,杭州
user_00258,F,46,2021-08-09,南京
user_00259,F,56,2020-07-19,北京
user_00260,M,35,2021-03-29,南京
user_00261,F,29,2021-05-18,北京
user_00262,F,36,2021-06-29,广州
user_00263,M,65,2020-04-20,成都
user_00264,F,39,2022-01-18,杭州
user_00265,F,66,2021-06-27,杭州
user_00266,F,69,2020-07-27,南京
user_00267,F,32,2021-10-05,武汉
user_00268,F,18,2021-09-09,广州
user_00269,M,19,2020-02-02,南京
user_00270,M,25,2021-07-08,杭州
user_00271,F,39,2020-04-16,上海
user_00272,F,42,2020-09-21,深圳
user_00273,F,19,2020-08-13,武汉
user_00274,F,68,2021-05-01,深圳
user_00275,F,26,2020-06-27,深圳
user_00276,F,26,2020-08-09,北京
user_00277,F,30,2021-01-04,南京
user_00278,F,23,2021-09-28,杭州
user_00279,F,47,2022-02-26,南京
user_00280,F,32,2020-06-15,武汉
user_00281,F,68,2021-10-24,广州
user_00282,M,32,2021-07-06,杭州
user_00283,M,67,2020-10-26,广州
user_00284,M,24,2021-01-15,南京
user_00285,F,28,2020-02-04,杭州
user_00286,M,57,2021-02-10,武汉
user_00287,M,55,2021-05-16,南京
user_00288,F,57,2020-11-09,武汉
user_00289,M,19,2022-01-12,北京
user_00290,F,68,2021-12-27,武汉
user_00291,M,65,2020-04-10,上海
user_00292,M,56,2021-07-22,深圳
user_00293,F,27,2020-08-02,深圳
user_00294,M,61,2021-10-29,杭州
user_00295,M,34,2021-07-29,北京
user_00296,F,24,2020-03-02,深圳
user_00297,F,57,2021-01-03,杭州
user_00298,M,56,2021-01-02,武汉
user_00299,F,21,2021-07-27,成都
user_00300,M,52,2020-04-03,杭州
user_00301,M,68,2021-04-13,广州
user_00302,F,64,2020-01-26,深圳
user_00303,F,53,2021-03-10,深圳
user_00304,F,48,2020-04-30,成都
user_00305,F,42,2020-02-19,武汉
user_00306,F,58,2022-02-02,上海
user_00307,F,30,2020-02-05,南京
user_00308,M,35,2021-02-13,杭州
user_00309,F,38,2020-10-15,上海
user_00310,M,65,2021-01-13,杭州
user_00311,M,18,2020-04-09,成都
user_00312,M,53,2020-11-19,上海
user_00313,M,67,2020-11-24,北京
user_00314,F,25,2021-10-09,成都
user_00315,F,69,2021-12-06,武汉
user_00316,F,65,2020-08-08,南京
user_00317,M,38,2022-03-01,杭州
user_00318,M,60,2021-07-20,广州
user_00319,M,69,2020-04-19,武汉
user_00320,M,38,2020-05-28,武汉
user_00321,F,44,2021-02-09,广州
user_00322,F,36,2022-02-15,广州
user_00323,F,40,2021-11-04,杭州
user_00324,M,68,2021-11-29,武汉
user_00325,F,67,2021-02-13,深圳
user_00326,F,68,2020-05-08,成都
user_00327,F,60,2021-04-28,成都
user_00328,F,52,2020-04-17,南京
user_00329,M,57,2021-01-23,上海
user_00330,M,69,2021-02-28,成都
user_00331,M,68,2021-03-22,南京
user_00332,F,59,2020-03-08,南京
user_00333,M,65,2020-03-06,武汉
user_00334,M,22,2021-10-17,成都
user_00335,M,69,2021-07-18,武汉
user_00336,M,58,2021-10-01,上海
user_00337,F,25,2021-05-18,成都
user_00338,F,28,2021-05-18,成都
user_00339,M,33,2020-11-16,南京
user_00340,M,56,2021-12-19,北京
user_00341,F,64,2021-12-28,杭州
user_00342,M,41,2021-08-02,上海
user_00343,M,38,2021-03-22,北京
user_00344,M,69,2021-07-27,深圳
user_00345,M,40,2020-07-28,上海
user_00346,F,66,2021-01-04,武汉
user_00347,F,55,2021-07-17,杭州
user_00348,M,64,2021-09-19,成都
user_00349,M,25,2021-04-02,武汉
user_00350,F,24,2021-07-30,成都
user_00351,F,19,2021-10-03,北京
user_00352,F,47,2021-11-19,北京
user_00353,F,30,2022-02-28,深圳
user_00354,M,40,2020-06-11,深圳
user_00355,M,46,2020-11-27,杭州
user_00356,F,55,2021-10-25,成都
user_00357,M,54,2020-12-15,武汉
user_00358,F,37,2022-01-17,广州
user_00359,F,50,2021-10-31,武汉
user_00360,F,46,2021-04-12,南京
user_00361,M,67,2021-03-01,深圳
user_00362,F,32,2020-11-22,成都
user_00363,M,40,2020-04-15,武汉
user_00364,F,59,2020-09-11,武汉
user_00365,F,20,2020-12-23,深圳
user_00366,M,54,2021-03-19,南京
user_00367,F,46,2020-04-22,武汉
user_00368,F,62,2020-01-30,武汉
user_00369,M,25,2021-06-07,上海
user_00370,M,39,2021-11-19,南京
user_00371,M,46,2020-02-15,北京
user_00372,M,19,2020-06-19,成都
user_00373,M,58,2020-05-09,武汉
user_00374,F,66,2022-01-26,深圳
user_00375,M,67,2020-12-18,北京
user_00376,M,62,2020-07-21,南京
user_00377,F,18,2020-08-13,武汉
user_00378,M,61,2020-03-20,武汉
user_00379,F,37,2020-11-05,广州
user_00380,M,69,2020-02-04,深圳
user_00381,M,38,2021-07-17,成都
user_00382,F,54,2020-06-09,上海
user_00383,F,25,2021-08-18,北京
user_00384,F,44,2021-03-10,南京
user_00385,F,64,2021-06-21,北京
user_00386,F,52,2020-08-12,上海
user_00387,M,23,2021-03-21,成都
user_00388,M,62,2020-11-12,杭州
user_00389,F,61,2021-10-27,南京
user_00390,F,36,2021-02-17,广州
user_00391,F,35,2020-04-04,杭州
user_00392,M,18,2020-08-12,南京
user_00393,M,42,2022-02-17,武汉
user_00394,F,44,2021-07-06,上海
user_00395,M,24,2021-10-06,广州
user_00396,F,61,2020-03-06,成都
user_00397,F,59,2021-01-31,深圳
user_00398,M,46,2020-07-28,深圳
user_00399,F,48,2021-04-18,南京
user_00400,F,61,2021-10-26,南京
user_00401,M,60,2021-11-14,杭州
user_00402,F,53,2021-07-24,成都
user_00403,F,36,2021-11-26,广州
user_00404,F,23,2021-05-04,南京
user_00405,M,42,2020-06-28,南京
user_00406,F,48,2021-06-07,杭州
user_00407,M,26,2021-04-03,上海
user_00408,M,37,2020-03-08,杭州
user_00409,F,27,2020-11-24,成都
user_00410,M,54,2020-07-20,武汉
user_00411,M,44,2021-04-19,成都
user_00412,F,30,2021-06-01,深圳
user_00413,F,58,2020-01-15,上海
user_00414,F,19,2020-02-11,深圳
user_00415,F,67,2021-06-26,广州
user_00416,M,38,2021-11-23,广州
user_00417,M,50,2022-02-12,北京
user_00418,M,41,2020-10-15,成都
user_00419,F,61,2021-06-16,上海
user_00420,F,59,2021-11-24,上海
user_00421,F,51,2021-11-26,深圳
user_00422,F,26,2020-08-31,杭州
user_00423,M,19,2021-10-22,杭州
user_00424,F,47,2022-02-06,深圳
user_00425,M,39,2021-09-03,武汉
user_00426,F,63,2021-07-20,杭州
user_00427,M,28,2021-11-28,上海
user_00428,F,60,2021-08-20,南京
user_00429,M,34,2020-06-22,南京
user_00430,M,53,2021-06-17,南京
user_00431,M,30,2021-05-23,深圳
user_00432,F,24,2020-08-31,南京
user_00433,F,33,2020-02-29,杭州
user_00434,M,50,2020-04-13,北京
user_00435,M,62,2021-10-12,成都
user_00436,F,18,2020-10-29,北京
user_00437,M,28,2021-11-01,杭州
user_00438,F,23,2022-01-13,广州
user_00439,F,37,2020-03-17,上海
user_00440,M,52,2020-01-18,北京
user_00441,M,61,2021-06-17,北京
user_00442,F,54,2020-07-02,深圳
user_00443,M,58,2021-10-18,深圳
user_00444,M,43,2021-07-03,深圳
user_00445,F,29,2020-10-07,杭州
user_00446,F,47,2020-10-14,武汉
user_00447,F,45,2021-10-16,武汉
user_00448,F,44,2021-06-08,南京
user_00449,M,59,2021-11-28,广州
user_00450,M,36,2021-04-18,北京
user_00451,F,22,2020-09-23,成都
user_00452,F,22,2022-02-19,南京
user_00453,M,58,2021-08-31,南京
user_00454,F,44,2020-12-22,深圳
user_00455,M,45,2020-01-01,广州
user_00456,F,43,2020-01-27,杭州
user_00457,M,44,2021-07-01,南京
user_00458,M,69,2020-06-08,广州
user_00459,M,66,2021-02-02,深圳
user_00460,M,59,2021-06-26,上海
user_00461,M,38,2020-05-06,南京
user_00462,F,18,2022-02-12,北京
user_00463,F,45,2020-07-28,深圳
user_00464,F,65,2020-05-29,成都
user_00465,F,32,2020-01-31,北京
user_00466,M,34,2021-09-03,广州
user_00467,M,43,2020-10-28,武汉
user_00468,F,37,2021-12-31,成都
user_00469,M,42,2022-02-03,北京
user_00470,F,30,2021-11-13,南京
user_00471,M,50,2020-09-13,南京
user_00472,F,42,2020-02-26,成都
user_00473,M,25,2020-01-09,广州
user_00474,F,22,2020-01-05,南京
user_00475,F,23,2020-04-23,南京
user_00476,F,40,2022-02-15,深圳
user_00477,M,69,2021-11-15,武汉
user_00478,F,47,2022-01-01,成都
user_00479,F,31,2020-07-23,深圳
user_00480,F,40,2020-01-24,武汉
user_00481,F,28,2021-05-07,广州
user_00482,F,48,2021-11-12,武汉
user_00483,M,23,2021-02-09,广州
user_00484,F,28,2020-04-12,南京
user_00485,F,30,2020-02-29,成都
user_00486,F,29,2020-03-26,成都
user_00487,M,19,2022-02-05,广州
user_00488,M,52,2021-11-07,成都
user_00489,F,53,2021-01-06,南京
user_00490,F,34,2021-11-09,成都
user_00491,M,45,2021-08-18,成都
user_00492,F,45,2020-07-20,杭州
user_00493,M,39,2021-08-24,成都
user_00494,M,55,2020-03-29,北京
user_00495,M,24,2021-03-12,广州
user_00496,M,32,2020-04-29,广州
user_00497,F,49,2020-06-04,上海
user_00498,M,28,2021-02-02,深圳
user_00499,F,41,2021-11-30,上海
user_00500,F,20,2020-07-06,成都
user_00501,F,47,2022-02-12,成都
user_00502,F,23,2020-02-21,南京
user_00503,M,19,2021-10-13,南京
user_00504,F,31,2021-06-14,武汉
user_00505,F,58,2021-04-24,北京
user_00506,M,35,2021-08-09,北京
user_00507,F,68,2020-08-17,北京
user_00508,F,61,2021-04-25,北京
user_00509,F,48,2020-05-09,北京
user_00510,F,30,2020-02-24,北京
user_00511,F,43,2020-09-27,北京
user_00512,M,61,2020-04-09,北京
user_00513,F,29,2020-03-09,武汉
user_00514,F,35,2020-10-25,杭州
user_00515,M,26,2021-06-12,北京
user_00516,M,66,2020-12-19,广州
user_00517,M,38,2021-09-19,北京
user_00518,F,65,2020-05-31,深圳
user_00519,F,66,2020-11-25,北京
user_00520,M,57,2020-04-25,杭州
user_00521,F,60,2021-06-25,武汉
user_00522,M,41,2020-11-18,南京
user_00523,F,51,2021-07-16,南京
user_00524,F,25,2021-07-25,成都
user_00525,F,61,2020-08-16,杭州
user_00526,M,50,2022-02-09,杭州
user_00527,M,40,2020-12-25,成都
user_00528,M,30,2020-01-05,北京
user_00529,M,66,2020-01-28,武汉
user_00530,F,31,2022-02-04,武汉
user_00531,F,31,2020-12-29,北京
user_00532,F,33,2021-04-06,成都
user_00533,F,66,2020-08-18,深圳
user_00534,F,55,2021-01-29,上海
user_00535,F,56,2021-12-12,广州
user_00536,F,43,2020-09-27,成都
user_00537,F,43,2020-10-30,北京
user_00538,M,18,2021-01-17,广州
user_00539,M,49,2021-07-11,南京
user_00540,M,32,2020-01-28,南京
user_00541,F,69,2021-06-02,北京
user_00542,F,38,2022-01-13,上海
user_00543,M,35,2020-07-17,上海
user_00544,F,47,2021-08-28,成都
user_00545,F,30,2020-03-22,广州
user_00546,M,41,2020-03-28,杭州
user_00547,M,47,2021-01-24,武汉
user_00548,F,19,2021-11-28,武汉
user_00549,F,36,2022-01-24,广州
user_00550,F,64,2021-08-02,南京
user_00551,F,61,2021-03-26,杭州
user_00552,F,64,2021-03-08,南京
user_00553,F,42,2021-01-08,上海
user_00554,F,67,2021-03-10,北京
user_00555,F,31,2020-07-05,武汉
user_00556,M,23,2022-01-20,杭州
user_00557,M,29,2021-01-24,杭州
user_00558,M,37,2020-08-05,成都
user_00559,F,40,2020-04-17,深圳
user_00560,F,47,2021-07-03,上海
user_00561,F,47,2020-12-14,杭州
user_00562,M,55,2022-02-26,南京
user_00563,M,47,2021-06-05,南京
user_00564,M,58,2020-01-26,上海
user_00565,M,47,2020-02-17,南京
user_00566,F,53,2021-01-04,成都
user_00567,M,66,2020-01-14,北京
user_00568,M,51,2021-09-03,广州
user_00569,F,33,2020-07-05,上海
user_00570,M,41,2021-06-07,成都
user_00571,F,31,2020-10-05,成都
user_00572,F,43,2020-12-06,成都
user_00573,M,25,2020-11-23,武汉
user_00574,F,31,2021-11-09,南京
user_00575,F,48,2021-09-25,武汉
user_00576,F,19,2021-08-29,武汉
user_00577,M,65,2020-01-25,广州
user_00578,F,21,2021-06-12,武汉
user_00579,F,18,2021-03-01,上海
user_00580,M,37,2020-01-29,杭州
user_00581,M,31,2020-11-18,成都
user_00582,F,57,2020-11-08,广州
user_00583,F,42,2021-08-06,武汉
user_00584,M,42,2020-09-26,北京
user_00585,F,20,2022-01-31,深圳
user_00586,M,22,2020-10-21,上海
user_00587,M,55,2021-10-17,广州
user_00588,M,43,2022-02-24,深圳
user_00589,M,57,2020-08-10,深圳
user_00590,M,55,2020-03-15,武汉
user_00591,M,55,2020-04-11,广州
user_00592,F,21,2021-06-15,南京
user_00593,M,24,2021-09-20,杭州
user_00594,M,47,2021-11-16,杭州
user_00595,F,47,2020-06-21,广州
user_00596,M,36,2020-01-04,广州
user_00597,F,56,2021-04-23,成都
user_00598,M,52,2021-10-21,北京
user_00599,M,57,2021-01-29,杭州
user_00600,M,50,2021-09-17,成都
user_00601,M,50,2020-06-15,南京
user_00602,M,31,2020-10-26,深圳
user_00603,M,55,2020-04-27,深圳
user_00604,M,27,2021-05-26,深圳
user_00605,M,45,2021-09-03,广州
user_00606,M,31,2022-02-24,南京
user_00607,M,53,2020-06-23,上海
user_00608,M,55,2020-06-07,成都
user_00609,F,33,2021-01-18,上海
user_00610,F,38,2020-08-14,武汉
user_00611,M,45,2020-02-07,北京
user_00612,F,50,2021-04-07,北京
user_00613,F,23,2021-03-06,成都
user_00614,M,58,2021-12-10,深圳
user_00615,F,32,2021-10-09,武汉
user_00616,F,61,2020-04-13,杭州
user_00617,M,20,2020-07-11,南京
user_00618,M,60,2020-09-06,北京
user_00619,F,64,2020-01-13,上海
user_00620,F,52,2021-07-20,上海
user_00621,M,31,2021-08-19,杭州
user_00622,M,19,2021-09-12,广州
user_00623,M,46,2021-07-08,深圳
user_00624,F,21,2021-01-22,广州
user_00625,F,43,2020-03-11,成都
user_00626,M,68,2022-02-18,北京
user_00627,M,29,2021-07-24,杭州
user_00628,F,19,2021-03-13,杭州
user_00629,M,34,2020-02-13,杭州
user_00630,M,52,2020-09-28,广州
user_00631,F,27,2020-01-14,南京
user_00632,F,65,2021-01-05,广州
user_00633,F,39,2020-04-21,成都
user_00634,F,58,2021-01-13,上海
user_00635,M,60,2020-11-09,上海
user_00636,M,38,2021-02-18,武汉
user_00637,F,32,2022-01-09,成都
user_00638,M,52,2021-04-29,南京
user_00639,M,65,2020-06-17,杭州
user_00640,M,38,2020-09-02,上海
user_00641,M,38,2020-09-22,成都
user_00642,M,38,2020-08-30,上海
user_00643,M,61,2021-10-31,南京
user_00644,M,49,2020-10-26,武汉
user_00645,M,22,2020-11-22,成都
user_00646,F,56,2021-06-13,上海
user_00647,F,26,2021-08-17,杭州
user_00648,F,35,2022-01-12,南京
user_00649,F,38,2020-12-07,广州
user_00650,F,25,2022-02-03,南京
user_00651,M,61,2021-11-09,广州
user_00652,F,69,2021-07-07,南京
user_00653,F,51,2020-09-05,武汉
user_00654,F,27,2022-01-29,杭州
user_00655,M,68,2021-01-14,上海
user_00656,M,58,2022-03-08,杭州
user_00657,M,41,2021-06-15,成都
user_00658,M,57,2021-01-15,广州
user_00659,F,41,2020-02-11,北京
user_00660,F,49,2020-12-10,武汉
user_00661,M,50,2021-08-21,上海
user_00662,F,55,2020-09-17,北京
user_00663,F,61,2020-11-01,北京
user_00664,M,68,2020-08-27,南京
user_00665,M,66,2021-11-09,武汉
user_00666,M,51,2020-11-08,深圳
user_00667,M,28,2021-12-31,北京
user_00668,M,48,2021-03-16,北京
user_00669,M,35,2020-05-12,杭州
user_00670,M,40,2021-12-19,深圳
user_00671,M,39,2020-02-20,深圳
user_00672,F,60,2021-09-09,深圳
user_00673,M,35,2021-01-26,武汉
user_00674,F,57,2021-11-26,成都
user_00675,M,64,2021-12-13,深圳
user_00676,F,58,2021-06-06,杭州
user_00677,M,64,2022-02-04,成都
user_00678,M,56,2021-05-22,上海
user_00679,F,37,2021-10-23,成都
user_00680,F,30,2020-12-19,上海
user_00681,F,62,2021-01-29,深圳
user_00682,M,18,2020-04-05,深圳
user_00683,M,69,2020-04-15,上海
user_00684,F,21,2021-10-16,广州
user_00685,F,41,2021-11-08,杭州
user_00686,F,53,2021-05-27,成都
user_00687,F,53,2021-07-11,杭州
user_00688,M,62,2020-08-29,杭州
user_00689,F,19,2021-05-02,北京
user_00690,M,45,2022-02-28,深圳
user_00691,M,43,2021-05-29,成都
user_00692,M,40,2021-10-15,杭州
user_00693,F,32,2020-03-01,成都
user_00694,M,53,2021-02-19,杭州
user_00695,M,44,2020-10-20,深圳
user_00696,F,23,2022-01-06,杭州
user_00697,M,52,2020-10-28,上海
user_00698,F,56,2020-06-18,深圳
user_00699,M,55,2021-10-07,成都
user_00700,F,52,2020-02-10,武汉
user_00701,F,53,2020-08-18,广州
user_00702,M,27,2021-02-12,杭州
user_00703,M,47,2022-01-07,上海
user_00704,M,58,2021-10-12,深圳
user_00705,M,55,2021-09-13,北京
user_00706,F,46,2020-10-23,武汉
user_00707,M,69,2021-03-30,武汉
user_00708,F,60,2020-02-26,深圳
user_00709,M,56,2021-09-26,南京
user_00710,F,67,2020-08-27,武汉
user_00711,F,21,2021-08-20,成都
user_00712,F,22,2020-06-24,成都
user_00713,M,21,2020-03-03,北京
user_00714,M,53,2021-07-04,上海
user_00715,M,62,2020-05-17,成都
user_00716,F,33,2021-03-29,上海
user_00717,F,42,2022-01-22,上海
user_00718,F,31,2021-03-24,深圳
user_00719,M,28,2020-08-13,上海
user_00720,F,46,2021-03-18,杭州
user_00721,F,51,2020-07-24,南京
