product_id,category,price
prod_00143,运动户外,10.0
prod_00144,美妆,11.32
prod_00145,运动户外,10.0
prod_00146,服装,10.0
prod_00147,美妆,29.55
prod_00148,电子产品,43.69
prod_00149,母婴用品,40.45
prod_00150,食品,17.89
prod_00151,运动户外,17.61
prod_00152,服装,21.75
prod_00153,图书,11.9
prod_00154,服装,10.0
prod_00155,食品,51.93
prod_00156,图书,20.32
prod_00157,电子产品,19.34
prod_00158,服装,15.59
prod_00159,食品,32.29
prod_00160,家居用品,18.28
prod_00161,家居用品,13.58
prod_00162,家居用品,15.36
prod_00163,家居用品,21.16
prod_00164,运动户外,10.0
prod_00165,母婴用品,62.26
prod_00166,图书,12.36
prod_00167,电子产品,10.63
prod_00168,图书,14.84
prod_00169,食品,41.57
prod_00170,图书,16.2
prod_00171,服装,50.98
prod_00172,电子产品,15.43
prod_00173,美妆,10.0
prod_00174,服装,10.3
prod_00175,运动户外,11.6
prod_00176,图书,33.75
prod_00177,服装,13.92
prod_00178,图书,10.0
prod_00179,服装,10.0
prod_00180,电子产品,10.0
prod_00181,服装,167.82
prod_00182,家居用品,11.03
prod_00183,电子产品,28.62
prod_00184,家居用品,10.0
prod_00185,家居用品,53.63
prod_00186,电子产品,10.12
prod_00187,图书,89.71
prod_00188,电子产品,97.28
prod_00189,服装,10.0
prod_00190,服装,54.12
prod_00191,电子产品,90.19
prod_00192,母婴用品,10.0
prod_00193,美妆,10.0
prod_00194,运动户外,10.0
prod_00195,服装,10.0
prod_00196,图书,10.0
prod_00197,母婴用品,15.38
prod_00198,家居用品,10.0
prod_00199,食品,34.93
prod_00200,食品,20.58
prod_00201,母婴用品,28.21
prod_00202,家居用品,45.77
prod_00203,美妆,24.79
prod_00204,电子产品,16.79
prod_00205,母婴用品,10.41
prod_00206,食品,41.18
prod_00207,运动户外,24.94
prod_00208,运动户外,23.93
prod_00209,食品,12.38
prod_00210,美妆,25.54
prod_00211,美妆,10.75
prod_00212,服装,25.74
prod_00213,服装,16.25
prod_00214,电子产品,35.6
prod_00215,服装,10.0
prod_00216,母婴用品,20.86
prod_00217,家居用品,35.24
prod_00218,图书,21.32
prod_00219,电子产品,10.0
prod_00220,服装,11.07
prod_00221,电子产品,55.36
prod_00222,服装,18.98
prod_00223,电子产品,10.43
prod_00224,美妆,54.78
prod_00225,食品,69.39
prod_00226,图书,10.0
prod_00227,食品,13.43
prod_00228,母婴用品,15.25
prod_00229,图书,30.77
prod_00230,电子产品,17.39
prod_00231,家居用品,22.15
prod_00232,电子产品,17.87
prod_00233,服装,116.74
prod_00234,食品,31.78
prod_00235,母婴用品,15.88
prod_00236,食品,16.08
prod_00237,图书,29.33
prod_00238,家居用品,10.0
prod_00239,电子产品,24.93
prod_00240,运动户外,22.82
prod_00241,家居用品,10.06
prod_00242,运动户外,10.0
prod_00243,电子产品,10.0
prod_00244,运动户外,16.72
prod_00245,图书,41.5
prod_00246,美妆,14.02
prod_00247,运动户外,40.16
prod_00248,家居用品,14.98
prod_00249,电子产品,10.0
prod_00250,电子产品,10.0
prod_00251,家居用品,10.0
prod_00252,服装,22.48
prod_00253,运动户外,19.37
prod_00254,电子产品,16.47
prod_00255,母婴用品,17.03
prod_00256,母婴用品,48.62
prod_00257,图书,90.35
prod_00258,母婴用品,11.13
prod_00259,图书,17.28
prod_00260,食品,10.0
prod_00261,美妆,19.85
prod_00262,美妆,15.61
prod_00263,电子产品,23.85
prod_00264,电子产品,40.55
prod_00265,食品,10.0
prod_00266,电子产品,16.94
prod_00267,母婴用品,16.09
prod_00268,食品,22.81
prod_00269,服装,61.58
prod_00270,电子产品,11.94
prod_00271,服装,32.7
prod_00272,家居用品,76.54
prod_00273,电子产品,10.21
prod_00274,母婴用品,22.6
prod_00275,家居用品,22.44
prod_00276,美妆,10.0
prod_00277,电子产品,31.92
prod_00278,母婴用品,49.31
prod_00279,食品,11.77
prod_00280,美妆,15.93
prod_00281,图书,10.0
prod_00282,美妆,46.6
prod_00283,电子产品,40.14
prod_00284,服装,10.0
prod_00285,家居用品,10.24
prod_00286,服装,14.61
prod_00287,服装,56.46
prod_00288,运动户外,18.96
prod_00289,家居用品,22.68
prod_00290,家居用品,22.68
prod_00291,母婴用品,60.23
prod_00292,母婴用品,14.9
prod_00293,母婴用品,18.02
prod_00294,食品,51.39
prod_00295,电子产品,50.95
prod_00296,运动户外,10.0
prod_00297,电子产品,10.0
prod_00298,电子产品,19.97
prod_00299,电子产品,33.7
prod_00300,美妆,25.84
prod_00301,电子产品,12.31
prod_00302,图书,89.22
prod_00303,电子产品,10.0
prod_00304,电子产品,10.0
prod_00305,服装,50.58
prod_00306,服装,14.35
prod_00307,母婴用品,78.17
prod_00308,母婴用品,16.45
prod_00309,电子产品,14.72
prod_00310,母婴用品,29.88
prod_00311,美妆,39.81
prod_00312,服装,113.12
prod_00313,图书,40.03
prod_00314,母婴用品,47.32
prod_00315,电子产品,12.64
prod_00316,电子产品,43.25
prod_00317,服装,33.13
prod_00318,电子产品,12.61
prod_00319,服装,10.0
prod_00320,美妆,10.0
prod_00321,运动户外,13.29
prod_00322,家居用品,17.19
prod_00323,家居用品,36.48
prod_00324,图书,42.84
prod_00325,服装,81.37
prod_00326,运动户外,28.25
prod_00327,母婴用品,10.0
prod_00328,母婴用品,10.0
prod_00329,美妆,16.72
prod_00330,服装,47.3
prod_00331,电子产品,33.03
prod_00332,图书,10.94
prod_00333,母婴用品,10.0
prod_00334,电子产品,12.09
prod_00335,电子产品,10.0
prod_00336,运动户外,18.25
prod_00337,电子产品,28.67
prod_00338,电子产品,25.45
prod_00339,母婴用品,13.73
prod_00340,电子产品,20.54
prod_00341,电子产品,10.0
prod_00342,食品,11.6
prod_00343,图书,25.76
prod_00344,服装,121.49
prod_00345,服装,59.0
prod_00346,美妆,10.0
prod_00347,食品,39.47
prod_00348,电子产品,23.11
prod_00349,电子产品,23.63
prod_00350,食品,154.74
prod_00351,图书,13.62
prod_00352,图书,30.64
prod_00353,图书,37.14
prod_00354,图书,11.52
prod_00355,电子产品,10.0
prod_00356,运动户外,10.0
prod_00357,运动户外,24.63
prod_00358,食品,41.14
prod_00359,家居用品,30.97
prod_00360,食品,30.67
prod_00361,食品,26.24
prod_00362,家居用品,10.37
prod_00363,美妆,19.64
prod_00364,图书,33.2
prod_00365,运动户外,29.28
prod_00366,电子产品,74.55
prod_00367,电子产品,12.61
prod_00368,美妆,12.79
prod_00369,运动户外,11.45
prod_00370,食品,10.0
prod_00371,图书,32.83
prod_00372,电子产品,20.15
prod_00373,美妆,16.53
prod_00374,母婴用品,10.46
prod_00375,美妆,31.23
prod_00376,母婴用品,20.37
prod_00377,食品,69.12
prod_00378,运动户外,20.48
prod_00379,电子产品,28.08
prod_00380,电子产品,70.64
prod_00381,电子产品,15.42
prod_00382,服装,14.2
prod_00383,家居用品,62.88
prod_00384,图书,10.0
prod_00385,母婴用品,16.32
prod_00386,美妆,16.0
prod_00387,家居用品,10.22
prod_00388,母婴用品,30.65
prod_00389,食品,12.73
prod_00390,图书,21.85
prod_00391,运动户外,10.0
prod_00392,母婴用品,25.24
prod_00393,食品,106.03
prod_00394,运动户外,19.26
prod_00395,食品,19.93
prod_00396,服装,10.0
prod_00397,食品,39.41
prod_00398,服装,18.75
prod_00399,服装,27.5
prod_00400,图书,42.92
prod_00401,家居用品,17.38
prod_00402,美妆,45.46
prod_00403,图书,47.9
prod_00404,运动户外,26.36
prod_00405,家居用品,23.56
prod_00406,运动户外,20.54
prod_00407,母婴用品,31.48
prod_00408,美妆,30.37
prod_00409,图书,10.0
prod_00410,服装,11.74
prod_00411,母婴用品,43.2
prod_00412,美妆,24.5
prod_00413,家居用品,16.88
prod_00414,服装,82.23
prod_00415,美妆,38.46
prod_00416,家居用品,47.65
prod_00417,图书,16.84
prod_00418,家居用品,27.34
prod_00419,食品,18.82
prod_00420,美妆,10.0
prod_00421,运动户外,23.51
prod_00422,图书,19.18
prod_00423,图书,18.93
prod_00424,母婴用品,44.37
prod_00425,食品,18.38
prod_00426,运动户外,21.24
prod_00427,家居用品,22.09
prod_00428,运动户外,30.03
prod_00429,家居用品,25.49
prod_00430,母婴用品,34.8
prod_00431,家居用品,10.0
prod_00432,电子产品,22.54
prod_00433,电子产品,18.36
prod_00434,电子产品,10.0
prod_00435,服装,10.0
prod_00436,食品,12.15
prod_00437,母婴用品,11.92
prod_00438,服装,16.59
prod_00439,家居用品,22.25
prod_00440,图书,29.82
prod_00441,电子产品,10.0
prod_00442,运动户外,10.0
prod_00443,服装,10.02
prod_00444,美妆,18.26
prod_00445,电子产品,20.54
prod_00446,电子产品,44.67
prod_00447,图书,10.0
prod_00448,服装,37.35
prod_00449,母婴用品,10.0
prod_00450,食品,20.4
prod_00451,运动户外,31.23
prod_00452,母婴用品,33.34
prod_00453,家居用品,77.72
prod_00454,运动户外,134.59
prod_00455,电子产品,27.78
prod_00456,美妆,10.0
prod_00457,图书,422.98
prod_00458,服装,50.08
prod_00459,电子产品,45.8
prod_00460,美妆,14.27
prod_00461,运动户外,18.22
prod_00462,母婴用品,10.38
prod_00463,图书,34.4
prod_00464,家居用品,13.86
prod_00465,运动户外,35.69
prod_00466,运动户外,11.11
prod_00467,服装,42.96
prod_00468,电子产品,25.18
prod_00469,运动户外,55.55
prod_00470,运动户外,108.76
prod_00471,电子产品,25.19
prod_00472,母婴用品,59.87
prod_00473,食品,60.09
prod_00474,母婴用品,19.75
prod_00475,服装,24.73
prod_00476,食品,24.95
prod_00477,家居用品,14.17
prod_00478,运动户外,14.27
prod_00479,服装,53.5
prod_00480,运动户外,11.38
prod_00481,电子产品,17.82
prod_00482,图书,15.47
prod_00483,服装,29.03
prod_00484,电子产品,126.51
prod_00485,家居用品,17.26
prod_00486,电子产品,10.0
prod_00487,图书,21.87
prod_00488,服装,10.0
prod_00489,电子产品,24.67
prod_00490,家居用品,10.92
prod_00491,食品,22.88
prod_00492,电子产品,10.0
prod_00493,服装,16.24
prod_00494,美妆,10.0
prod_00495,食品,54.74
prod_00496,食品,11.25
prod_00497,家居用品,31.3
prod_00498,电子产品,23.18
prod_00499,运动户外,23.55
prod_00500,母婴用品,27.07
prod_00501,食品,32.54
prod_00502,家居用品,57.11
prod_00503,食品,42.38
prod_00504,运动户外,68.09
prod_00505,美妆,10.0
prod_00506,运动户外,10.0
prod_00507,家居用品,75.62
prod_00508,图书,31.5
prod_00509,美妆,10.0
prod_00510,食品,16.06
prod_00511,食品,30.86
prod_00512,食品,19.34
prod_00513,运动户外,32.78
prod_00514,母婴用品,10.0
prod_00515,电子产品,19.61
prod_00516,食品,22.07
prod_00517,母婴用品,11.41
prod_00518,电子产品,16.01
prod_00519,服装,13.86
prod_00520,电子产品,10.0
prod_00521,电子产品,12.26
prod_00522,母婴用品,23.4
prod_00523,服装,10.0
prod_00524,美妆,11.71
prod_00525,电子产品,10.0
prod_00526,电子产品,63.58
prod_00527,运动户外,42.13
prod_00528,食品,52.66
prod_00529,电子产品,26.81
prod_00530,母婴用品,25.42
prod_00531,服装,16.96
prod_00532,服装,56.84
prod_00533,美妆,20.47
prod_00534,电子产品,10.0
prod_00535,食品,10.0
prod_00536,美妆,26.86
prod_00537,家居用品,10.0
prod_00538,图书,21.71
prod_00539,服装,36.86
prod_00540,图书,10.34
prod_00541,电子产品,15.81
prod_00542,母婴用品,16.27
prod_00543,运动户外,10.04
prod_00544,电子产品,10.0
prod_00545,母婴用品,10.0
prod_00546,食品,10.0
prod_00547,图书,17.42
prod_00548,运动户外,17.24
prod_00549,电子产品,13.18
prod_00550,电子产品,10.0
prod_00551,家居用品,48.63
prod_00552,服装,12.21
prod_00553,家居用品,156.54
prod_00554,食品,40.13
prod_00555,电子产品,10.0
prod_00556,美妆,53.92
prod_00557,电子产品,11.45
prod_00558,服装,10.0
prod_00559,电子产品,16.16
prod_00560,图书,49.75
prod_00561,运动户外,30.53
prod_00562,电子产品,23.24
prod_00563,图书,10.41
prod_00564,运动户外,42.71
prod_00565,母婴用品,10.0
prod_00566,食品,46.26
prod_00567,家居用品,26.22
prod_00568,家居用品,12.47
prod_00569,服装,109.99
prod_00570,美妆,41.66
prod_00571,服装,31.4
prod_00572,美妆,21.82
prod_00573,电子产品,10.0
prod_00574,电子产品,20.7
prod_00575,母婴用品,72.49
prod_00576,母婴用品,10.0
prod_00577,图书,31.62
prod_00578,家居用品,61.28
prod_00579,母婴用品,63.78
prod_00580,家居用品,10.0
prod_00581,图书,12.99
prod_00582,电子产品,21.77
prod_00583,美妆,28.88
prod_00584,图书,56.0
prod_00585,运动户外,17.1
prod_00586,图书,42.8
prod_00587,母婴用品,10.0
prod_00588,食品,16.24
prod_00589,美妆,42.77
prod_00590,服装,39.13
prod_00591,电子产品,10.0
prod_00592,图书,45.66
prod_00593,运动户外,10.0
prod_00594,电子产品,52.31
prod_00595,电子产品,17.06
prod_00596,电子产品,14.0
prod_00597,运动户外,15.82
prod_00598,家居用品,27.2
prod_00599,家居用品,106.09
prod_00600,电子产品,53.22
prod_00601,家居用品,10.0
prod_00602,图书,10.0
prod_00603,母婴用品,10.0
prod_00604,家居用品,25.72
prod_00605,家居用品,17.54
prod_00606,运动户外,33.18
prod_00607,运动户外,13.45
prod_00608,家居用品,14.63
prod_00609,电子产品,10.0
prod_00610,母婴用品,48.55
prod_00611,美妆,12.41
prod_00612,母婴用品,10.29
prod_00613,家居用品,43.52
prod_00614,美妆,10.0
prod_00615,美妆,31.18
prod_00616,运动户外,10.86
prod_00617,母婴用品,18.31
prod_00618,电子产品,10.0
prod_00619,美妆,31.88
prod_00620,家居用品,103.55
prod_00621,运动户外,10.0
prod_00622,图书,50.6
prod_00623,运动户外,19.34
prod_00624,家居用品,30.81
prod_00625,电子产品,10.0
prod_00626,电子产品,10.0
prod_00627,家居用品,21.54
prod_00628,服装,16.89
prod_00629,母婴用品,22.63
prod_00630,服装,10.0
prod_00631,食品,32.73
prod_00632,运动户外,27.4
prod_00633,运动户外,48.65
prod_00634,食品,25.87
prod_00635,电子产品,122.07
prod_00636,家居用品,100.09
prod_00637,服装,20.36
prod_00638,图书,19.73
prod_00639,图书,10.34
prod_00640,美妆,10.0
prod_00641,运动户外,16.74
prod_00642,运动户外,12.0
prod_00643,母婴用品,10.72
prod_00644,运动户外,26.61
prod_00645,电子产品,10.0
prod_00646,电子产品,10.0
prod_00647,服装,10.0
prod_00648,美妆,10.0
prod_00649,美妆,12.39
prod_00650,家居用品,38.34
prod_00651,运动户外,94.28
prod_00652,家居用品,10.0
prod_00653,母婴用品,40.52
prod_00654,服装,10.0
prod_00655,电子产品,22.89
prod_00656,电子产品,31.86
prod_00657,电子产品,61.83
prod_00658,电子产品,136.56
prod_00659,图书,46.25
prod_00660,电子产品,13.74
prod_00661,运动户外,10.0
prod_00662,家居用品,24.19
prod_00663,电子产品,33.67
prod_00664,运动户外,10.0
prod_00665,服装,37.36
prod_00666,食品,14.26
prod_00667,家居用品,10.0
prod_00668,电子产品,22.41
prod_00669,服装,10.0
prod_00670,食品,10.0
prod_00671,电子产品,25.27
prod_00672,食品,28.0
prod_00673,运动户外,15.0
prod_00674,家居用品,25.02
prod_00675,母婴用品,50.07
prod_00676,电子产品,39.08
prod_00677,运动户外,10.37
prod_00678,运动户外,20.54
prod_00679,家居用品,11.48
prod_00680,母婴用品,10.0
prod_00681,服装,33.59
prod_00682,电子产品,44.8
prod_00683,食品,13.75
prod_00684,母婴用品,24.24
prod_00685,运动户外,69.25
prod_00686,家居用品,45.6
prod_00687,食品,12.57
prod_00688,电子产品,18.85
prod_00689,服装,11.4
prod_00690,食品,24.13
prod_00691,家居用品,20.75
prod_00692,服装,10.0
prod_00693,母婴用品,13.95
prod_00694,食品,10.0
prod_00695,运动户外,10.0
prod_00696,家居用品,27.94
prod_00697,母婴用品,22.52
prod_00698,电子产品,42.84
prod_00699,食品,20.95
prod_00700,图书,17.17
prod_00701,运动户外,88.79
prod_00702,电子产品,15.31
prod_00703,服装,14.76
prod_00704,美妆,20.9
prod_00705,家居用品,10.78
prod_00706,美妆,24.67
prod_00707,服装,11.25
prod_00708,服装,14.22
prod_00709,电子产品,11.06
prod_00710,电子产品,10.0
prod_00711,运动户外,10.0
prod_00712,服装,10.0
prod_00713,食品,50.04
prod_00714,服装,21.33
prod_00715,电子产品,13.68
prod_00716,服装,10.0
prod_00717,家居用品,55.08
prod_00718,运动户外,12.02
prod_00719,母婴用品,10.22
prod_00720,运动户外,10.0
prod_00721,食品,10.0
prod_00722,美妆,29.05
prod_00723,母婴用品,77.41
prod_00724,食品,25.46
prod_00725,美妆,25.19
prod_00726,美妆,84.53
prod_00727,图书,29.98
prod_00728,美妆,19.96
prod_00729,美妆,31.42
prod_00730,图书,41.36
prod_00731,运动户外,30.19
prod_00732,服装,13.62
prod_00733,图书,27.8
prod_00734,电子产品,11.54
prod_00735,运动户外,19.59
prod_00736,家居用品,27.6
prod_00737,服装,87.45
prod_00738,运动户外,28.53
prod_00739,美妆,20.35
prod_00740,家居用品,14.58
prod_00741,家居用品,12.59
prod_00742,母婴用品,14.74
prod_00743,电子产品,20.74
prod_00744,电子产品,41.79
prod_00745,美妆,10.0
prod_00746,美妆,37.07
prod_00747,图书,12.78
prod_00748,图书,11.46
prod_00749,运动户外,30.22
prod_00750,母婴用品,14.88
prod_00751,图书,29.4
prod_00752,家居用品,27.4
prod_00753,服装,38.27
prod_00754,美妆,57.67
prod_00755,食品,10.0
prod_00756,电子产品,23.65
prod_00757,食品,11.11
prod_00758,运动户外,28.06
prod_00759,服装,10.0
prod_00760,美妆,20.92
prod_00761,美妆,10.0
prod_00762,服装,20.8
prod_00763,食品,20.18
prod_00764,家居用品,11.73
prod_00765,食品,14.66
prod_00766,图书,14.94
prod_00767,图书,10.0
prod_00768,服装,10.0
prod_00769,电子产品,23.35
prod_00770,图书,47.21
prod_00771,家居用品,37.69
prod_00772,电子产品,10.0
prod_00773,服装,54.16
prod_00774,图书,56.87
prod_00775,运动户外,11.05
prod_00776,母婴用品,11.22
prod_00777,电子产品,13.27
prod_00778,家居用品,26.19
prod_00779,美妆,15.76
prod_00780,运动户外,27.42
prod_00781,家居用品,10.0
prod_00782,服装,10.0
prod_00783,服装,10.0
prod_00784,图书,10.45
prod_00785,家居用品,28.27
prod_00786,母婴用品,24.45
prod_00787,食品,34.01
prod_00788,家居用品,47.72
prod_00789,家居用品,27.54
prod_00790,电子产品,10.0
prod_00791,美妆,14.38
prod_00792,图书,16.02
prod_00793,电子产品,24.69
prod_00794,食品,10.0
prod_00795,图书,65.63
prod_00796,服装,14.57
prod_00797,服装,15.42
prod_00798,服装,17.18
prod_00799,家居用品,13.3
prod_00800,服装,10.0
prod_00801,电子产品,54.21
prod_00802,服装,12.09
prod_00803,母婴用品,33.24
prod_00804,电子产品,14.29
prod_00805,电子产品,12.14
prod_00806,图书,10.0
prod_00807,电子产品,10.0
prod_00808,家居用品,14.07
prod_00809,服装,13.6
prod_00810,母婴用品,63.37
prod_00811,电子产品,21.27
prod_00812,母婴用品,50.06
prod_00813,图书,10.0
prod_00814,美妆,20.94
prod_00815,图书,31.2
prod_00816,电子产品,21.97
prod_00817,电子产品,22.65
prod_00818,家居用品,16.45
prod_00819,电子产品,10.0
prod_00820,母婴用品,10.0
prod_00821,食品,35.35
prod_00822,服装,11.84
prod_00823,图书,14.28
prod_00824,母婴用品,11.84
prod_00825,母婴用品,10.0
prod_00826,图书,10.0
prod_00827,服装,68.64
prod_00828,电子产品,10.0
prod_00829,电子产品,34.82
prod_00830,电子产品,48.0
prod_00831,电子产品,22.49
prod_00832,母婴用品,17.46
prod_00833,母婴用品,24.2
prod_00834,美妆,14.6
prod_00835,图书,44.08
prod_00836,食品,49.19
prod_00837,家居用品,31.0
prod_00838,母婴用品,10.0
prod_00839,家居用品,34.47
prod_00840,图书,56.08
prod_00841,家居用品,32.67
prod_00842,运动户外,44.17
prod_00843,美妆,11.21
prod_00844,美妆,13.75
prod_00845,电子产品,57.3
prod_00846,服装,34.21
prod_00847,食品,16.48
prod_00848,家居用品,16.16
prod_00849,运动户外,20.4
prod_00850,运动户外,15.82
prod_00851,服装,20.18
prod_00852,家居用品,248.29
prod_00853,运动户外,11.44
prod_00854,电子产品,10.0
prod_00855,电子产品,11.82
prod_00856,电子产品,31.3
prod_00857,电子产品,32.51
prod_00858,服装,10.0
prod_00859,家居用品,14.86
prod_00860,美妆,40.15
prod_00861,美妆,18.43
prod_00862,食品,10.0
prod_00863,服装,10.48
prod_00864,运动户外,61.95
prod_00865,图书,13.97
prod_00866,家居用品,20.95
prod_00867,食品,10.0
prod_00868,电子产品,16.62
prod_00869,家居用品,192.32
prod_00870,母婴用品,84.06
prod_00871,家居用品,24.61
prod_00872,美妆,73.12
prod_00873,家居用品,32.55
prod_00874,母婴用品,129.12
prod_00875,家居用品,34.25
prod_00876,家居用品,58.67
prod_00877,食品,10.0
prod_00878,食品,27.35
prod_00879,食品,12.3
prod_00880,食品,31.46
prod_00881,家居用品,30.51
prod_00882,服装,60.76
prod_00883,食品,46.33
prod_00884,美妆,10.0
prod_00885,家居用品,10.0
prod_00886,图书,17.05
prod_00887,母婴用品,36.63
prod_00888,图书,33.36
prod_00889,电子产品,21.19
prod_00890,服装,32.83
prod_00891,服装,38.78
prod_00892,家居用品,21.21
prod_00893,服装,33.03
prod_00894,服装,35.45
prod_00895,电子产品,19.53
prod_00896,家居用品,65.59
prod_00897,家居用品,10.0
prod_00898,家居用品,75.21
prod_00899,电子产品,46.34
prod_00900,电子产品,113.0
prod_00901,电子产品,10.0
prod_00902,运动户外,15.16
prod_00903,图书,29.54
prod_00904,服装,24.69
prod_00905,运动户外,14.22
prod_00906,家居用品,25.68
prod_00907,食品,54.42
prod_00908,电子产品,22.48
prod_00909,运动户外,10.0
prod_00910,电子产品,103.94
prod_00911,电子产品,10.0
prod_00912,家居用品,10.0
prod_00913,母婴用品,11.24
prod_00914,电子产品,12.28
prod_00915,家居用品,25.04
prod_00916,家居用品,162.06
prod_00917,运动户外,10.0
prod_00918,服装,48.2
prod_00919,美妆,95.66
prod_00920,服装,14.31
prod_00921,食品,18.55
prod_00922,电子产品,25.64
prod_00923,服装,13.94
prod_00924,运动户外,10.0
prod_00925,美妆,59.25
prod_00926,母婴用品,22.79
prod_00927,图书,12.79
prod_00928,服装,19.4
prod_00929,美妆,15.6
prod_00930,图书,32.26
prod_00931,家居用品,10.0
prod_00932,电子产品,14.85
prod_00933,服装,22.55
prod_00934,电子产品,10.0
prod_00935,家居用品,16.5
prod_00936,母婴用品,11.59
prod_00937,运动户外,32.68
prod_00938,食品,24.47
prod_00939,服装,55.41
prod_00940,家居用品,10.0
prod_00941,食品,12.26
prod_00942,食品,23.49
prod_00943,图书,56.46
prod_00944,母婴用品,10.0
prod_00945,家居用品,10.56
prod_00946,家居用品,57.49
prod_00947,服装,126.88
prod_00948,服装,78.63
prod_00949,电子产品,79.25
prod_00950,运动户外,28.36
prod_00951,母婴用品,22.33
prod_00952,母婴用品,91.96
prod_00953,运动户外,15.48
prod_00954,母婴用品,10.0
prod_00955,母婴用品,25.2
prod_00956,美妆,15.05
prod_00957,电子产品,10.86
prod_00958,电子产品,39.67
prod_00959,电子产品,16.44
prod_00960,服装,23.28
prod_00961,运动户外,30.97
prod_00962,服装,10.0
prod_00963,服装,54.14
prod_00964,电子产品,126.56
prod_00965,电子产品,55.95
prod_00966,服装,10.0
prod_00967,电子产品,24.06
prod_00968,电子产品,10.0
prod_00969,服装,52.19
prod_00970,食品,52.35
prod_00971,电子产品,27.06
prod_00972,美妆,10.0
prod_00973,服装,20.25
prod_00974,电子产品,10.0
prod_00975,美妆,22.44
prod_00976,服装,19.85
