order_id,product_id,quantity,price
order_000083,prod_02588,1,41.22
order_000083,prod_03155,3,79.36
order_000083,prod_02897,3,50.62
order_000084,prod_01525,1,24.43
order_000084,prod_00718,3,12.02
order_000084,prod_04107,1,36.62
order_000085,prod_01892,2,45.64
order_000085,prod_02641,1,18.26
order_000085,prod_04596,3,133.18
order_000086,prod_01833,1,21.7
order_000086,prod_01264,3,11.5
order_000086,prod_02739,1,13.66
order_000086,prod_04392,3,10.0
order_000087,prod_01620,1,12.49
order_000087,prod_03282,2,14.22
order_000088,prod_02206,3,10.0
order_000088,prod_01781,3,10.0
order_000089,prod_00216,1,20.86
order_000090,prod_01346,2,24.26
order_000090,prod_03436,1,21.55
order_000091,prod_04153,3,19.65
order_000092,prod_00073,1,10.8
order_000092,prod_01643,3,10.0
order_000093,prod_04495,2,42.68
order_000093,prod_03249,2,47.86
order_000094,prod_01895,2,17.2
order_000095,prod_04914,1,27.54
order_000095,prod_03487,2,10.0
order_000096,prod_01971,1,10.0
order_000096,prod_01316,3,57.26
order_000096,prod_00407,2,31.48
order_000097,prod_01088,1,10.0
order_000098,prod_03726,1,10.0
order_000098,prod_04524,3,39.67
order_000099,prod_03011,1,12.66
order_000099,prod_01507,3,21.95
order_000099,prod_01657,1,10.0
order_000100,prod_03676,2,31.09
order_000100,prod_04085,2,11.49
order_000101,prod_04825,2,15.71
order_000101,prod_02201,1,70.88
order_000101,prod_03360,3,26.25
order_000102,prod_03642,1,10.0
order_000102,prod_04606,3,14.19
order_000103,prod_03495,3,23.82
order_000104,prod_04178,3,13.17
order_000104,prod_02364,2,14.67
order_000105,prod_03374,2,33.92
order_000106,prod_00382,2,14.2
order_000106,prod_02457,2,16.13
order_000106,prod_02369,1,24.01
order_000107,prod_03987,1,43.59
order_000107,prod_03351,3,13.88
order_000107,prod_01713,3,18.96
order_000108,prod_02894,3,26.88
order_000108,prod_00005,3,57.46
order_000108,prod_04035,3,20.78
order_000109,prod_04538,3,12.9
order_000109,prod_03875,1,34.68
order_000110,prod_04099,3,12.67
order_000110,prod_03762,3,10.0
order_000111,prod_00689,1,11.4
order_000112,prod_03147,1,85.76
order_000112,prod_02140,3,10.0
order_000112,prod_04749,1,10.0
order_000112,prod_02664,2,10.0
order_000112,prod_03412,1,10.0
order_000113,prod_04597,3,24.54
order_000113,prod_03065,3,10.0
order_000113,prod_02662,3,100.31
order_000114,prod_01701,3,22.17
order_000114,prod_00993,3,31.43
order_000115,prod_04702,3,32.7
order_000115,prod_04762,3,53.03
order_000116,prod_03453,2,43.62
order_000116,prod_04819,2,21.18
order_000116,prod_00110,3,135.58
order_000117,prod_03116,2,11.68
order_000118,prod_03947,1,24.57
order_000119,prod_04506,3,120.28
order_000119,prod_04340,2,11.87
order_000119,prod_04403,1,24.65
order_000120,prod_00652,1,10.0
order_000120,prod_00606,3,33.18
order_000121,prod_03920,2,10.0
order_000121,prod_01664,1,11.95
order_000121,prod_00230,2,17.39
order_000122,prod_03685,3,20.5
order_000122,prod_02890,3,35.26
order_000123,prod_02981,1,29.8
order_000123,prod_03118,1,19.69
order_000123,prod_03841,2,13.58
order_000124,prod_04437,3,12.03
order_000125,prod_01161,1,17.1
order_000126,prod_00406,3,20.54
order_000126,prod_03554,2,39.51
order_000127,prod_03530,2,122.96
order_000128,prod_00715,1,13.68
order_000128,prod_00585,3,17.1
order_000128,prod_01345,1,10.0
order_000129,prod_03623,1,11.18
order_000129,prod_01420,1,36.72
order_000129,prod_03819,2,10.0
order_000130,prod_04449,3,19.98
order_000130,prod_01742,1,32.92
order_000131,prod_00864,3,61.95
order_000131,prod_04992,1,10.08
order_000132,prod_01498,2,20.85
order_000133,prod_02861,2,11.18
order_000133,prod_02646,2,37.55
order_000134,prod_03551,1,22.19
order_000135,prod_03179,2,36.46
order_000135,prod_02724,1,107.61
order_000135,prod_00697,3,22.52
order_000136,prod_00488,2,10.0
order_000137,prod_01280,1,11.77
order_000137,prod_01688,2,10.04
order_000138,prod_04697,3,335.08
order_000138,prod_03365,2,37.26
order_000138,prod_03046,2,77.19
order_000139,prod_01882,2,33.37
order_000139,prod_01849,1,10.0
order_000139,prod_01614,3,10.0
order_000139,prod_02731,2,48.87
order_000140,prod_01404,1,53.13
order_000140,prod_04731,3,22.52
order_000140,prod_00940,2,10.0
order_000140,prod_01619,1,22.56
order_000141,prod_04302,2,28.26
order_000141,prod_02944,2,10.0
order_000142,prod_03493,3,45.57
order_000143,prod_04918,3,10.0
order_000143,prod_02706,1,52.09
order_000143,prod_02012,1,10.0
order_000144,prod_02548,3,17.85
order_000144,prod_03416,3,17.33
order_000145,prod_00783,2,10.0
order_000145,prod_00050,3,12.1
order_000145,prod_03046,3,77.19
order_000145,prod_00375,2,31.23
order_000145,prod_01741,1,175.13
order_000145,prod_03193,3,25.44
order_000145,prod_00771,1,37.69
order_000146,prod_02683,2,71.68
order_000146,prod_04514,1,10.0
order_000147,prod_03139,2,23.94
order_000147,prod_02293,1,22.19
order_000147,prod_00488,1,10.0
order_000148,prod_01892,1,45.64
order_000148,prod_03688,3,16.05
order_000148,prod_00180,1,10.0
order_000149,prod_01673,1,10.0
order_000149,prod_03382,1,13.54
order_000149,prod_03721,3,46.55
order_000149,prod_01710,1,13.36
order_000150,prod_03398,3,22.05
order_000150,prod_03119,1,40.57
order_000150,prod_00691,1,20.75
order_000150,prod_01131,3,10.0
order_000151,prod_01787,1,89.99
order_000151,prod_04041,3,49.05
order_000152,prod_00658,1,136.56
order_000152,prod_02798,2,41.98
order_000153,prod_04937,3,12.08
order_000153,prod_02187,3,16.58
order_000153,prod_00303,3,10.0
order_000154,prod_02781,2,13.47
order_000154,prod_03180,1,32.64
order_000154,prod_03471,3,10.0
order_000154,prod_02009,3,10.0
order_000155,prod_04054,2,30.76
order_000155,prod_03238,3,32.32
order_000155,prod_00429,2,25.49
order_000156,prod_04649,3,10.0
order_000156,prod_00512,3,19.34
order_000157,prod_01666,2,27.28
order_000157,prod_00852,3,248.29
order_000157,prod_01606,1,10.0
order_000157,prod_01819,2,29.95
order_000158,prod_04304,1,16.0
order_000159,prod_00775,2,11.05
order_000159,prod_02999,1,47.8
order_000159,prod_00914,2,12.28
order_000160,prod_04122,1,10.0
order_000161,prod_01381,3,22.38
order_000161,prod_04600,3,36.4
order_000162,prod_00072,1,32.19
order_000162,prod_04280,2,38.25
order_000163,prod_03027,3,10.0
order_000164,prod_02588,1,41.22
order_000164,prod_01071,2,50.92
order_000165,prod_02705,2,22.57
order_000165,prod_00729,2,31.42
order_000166,prod_01449,1,10.0
order_000166,prod_00171,3,50.98
order_000167,prod_02241,2,16.06
order_000167,prod_01236,1,12.27
order_000168,prod_03262,2,43.86
order_000168,prod_04090,1,10.0
order_000168,prod_03439,2,16.68
order_000168,prod_01031,2,28.49
order_000168,prod_00992,1,79.06
order_000169,prod_04407,3,30.8
order_000169,prod_04540,2,13.54
order_000170,prod_04685,2,19.32
order_000170,prod_03676,2,31.09
order_000171,prod_00660,3,13.74
order_000171,prod_00731,1,30.19
order_000172,prod_00370,2,10.0
order_000173,prod_02844,3,13.93
order_000174,prod_01218,1,13.21
order_000174,prod_03463,2,22.11
order_000174,prod_00898,3,75.21
order_000175,prod_04219,2,27.97
order_000176,prod_02904,1,30.39
order_000177,prod_03703,2,37.93
order_000177,prod_04412,3,17.97
order_000177,prod_04934,3,10.0
order_000178,prod_01964,3,19.8
order_000179,prod_04393,1,139.74
order_000179,prod_00326,3,28.25
order_000179,prod_02073,2,32.96
order_000179,prod_01983,3,16.62
order_000180,prod_00406,3,20.54
order_000180,prod_03209,3,70.26
order_000180,prod_04667,1,10.0
order_000180,prod_02050,1,27.41
order_000181,prod_00380,2,70.64
order_000181,prod_00583,2,28.88
order_000181,prod_00155,2,51.93
order_000182,prod_00698,2,42.84
order_000182,prod_02019,2,10.0
order_000183,prod_00662,2,24.19
order_000183,prod_03897,2,53.17
order_000184,prod_04053,1,37.76
order_000184,prod_00348,1,23.11
order_000184,prod_02003,3,36.74
order_000184,prod_03570,1,10.0
order_000184,prod_03308,1,10.0
order_000185,prod_01550,3,10.0
order_000185,prod_04164,1,10.0
order_000186,prod_02571,3,10.0
order_000186,prod_04847,3,16.57
order_000187,prod_01860,2,28.49
order_000187,prod_04190,1,10.0
order_000187,prod_04933,1,10.0
order_000187,prod_03904,1,55.81
order_000188,prod_03362,1,10.0
order_000188,prod_03368,2,10.0
order_000188,prod_02198,1,10.0
order_000189,prod_01127,2,14.2
order_000189,prod_04949,3,16.58
order_000189,prod_04674,1,85.38
order_000190,prod_01645,2,28.03
order_000190,prod_03878,1,21.45
order_000190,prod_03612,1,28.12
order_000190,prod_00460,3,14.27
order_000191,prod_03033,1,30.46
order_000192,prod_01853,3,22.59
order_000193,prod_02973,2,10.0
order_000193,prod_02585,2,46.81
order_000194,prod_02439,1,18.96
order_000195,prod_02543,3,10.0
order_000195,prod_03150,2,10.0
order_000196,prod_02766,2,16.78
order_000196,prod_01572,2,10.0
order_000197,prod_00526,2,63.58
order_000197,prod_01110,2,10.0
order_000197,prod_01708,3,10.74
order_000198,prod_03047,3,32.07
order_000198,prod_01649,3,10.0
order_000199,prod_00990,3,44.86
order_000200,prod_04227,2,34.09
order_000200,prod_00864,1,61.95
order_000200,prod_03536,2,38.57
order_000200,prod_02636,3,15.33
order_000200,prod_03167,2,135.78
order_000201,prod_00595,2,17.06
order_000201,prod_03723,1,15.37
order_000202,prod_00715,2,13.68
order_000202,prod_01705,3,22.28
order_000202,prod_00586,2,42.8
order_000203,prod_00394,3,19.26
order_000203,prod_00880,3,31.46
order_000203,prod_01168,1,124.18
order_000203,prod_04968,2,10.0
order_000204,prod_03192,2,20.49
order_000204,prod_04940,2,10.47
order_000204,prod_02031,2,71.52
order_000205,prod_00407,2,31.48
order_000205,prod_03484,1,21.55
order_000206,prod_03814,2,14.41
order_000206,prod_00834,3,14.6
order_000206,prod_03113,3,33.99
order_000206,prod_00048,3,53.56
order_000206,prod_00470,3,108.76
order_000207,prod_01590,3,10.0
order_000207,prod_00286,3,14.61
order_000207,prod_03003,3,28.44
order_000207,prod_01531,1,12.42
order_000207,prod_02802,1,55.23
order_000207,prod_01098,2,14.05
order_000208,prod_03267,2,57.75
order_000208,prod_00969,1,52.19
order_000208,prod_01703,1,10.66
order_000209,prod_04968,3,10.0
order_000209,prod_03181,1,33.72
order_000210,prod_01941,1,10.0
order_000210,prod_04042,3,10.0
order_000211,prod_02574,2,16.19
order_000211,prod_02111,3,10.0
order_000212,prod_03262,3,43.86
order_000212,prod_03259,3,42.84
order_000213,prod_00110,1,135.58
order_000213,prod_04493,3,11.1
order_000214,prod_01968,1,31.91
order_000214,prod_02332,2,36.5
order_000214,prod_03886,1,25.72
order_000214,prod_00999,1,11.85
order_000215,prod_00168,3,14.84
order_000215,prod_00003,1,10.0
order_000215,prod_03160,1,25.93
order_000216,prod_01468,2,172.19
order_000216,prod_04376,3,34.86
order_000217,prod_01731,2,23.53
order_000217,prod_02961,1,23.02
order_000217,prod_01366,2,10.0
order_000217,prod_00164,2,10.0
order_000218,prod_01015,2,11.95
order_000218,prod_01926,1,12.72
order_000218,prod_01254,3,31.81
order_000218,prod_01808,2,10.0
order_000218,prod_04483,3,66.02
order_000219,prod_01614,1,10.0
order_000219,prod_04801,3,10.0
order_000219,prod_04819,1,21.18
order_000220,prod_02246,2,10.8
order_000220,prod_04428,3,15.46
order_000221,prod_01893,3,15.35
order_000221,prod_00768,3,10.0
order_000221,prod_00627,1,21.54
order_000221,prod_03223,1,27.7
order_000221,prod_02309,1,11.68
order_000222,prod_03268,1,15.71
order_000222,prod_00164,3,10.0
order_000223,prod_04137,3,92.71
order_000223,prod_00210,1,25.54
order_000224,prod_01368,3,39.0
order_000224,prod_03044,3,16.22
order_000224,prod_03766,2,25.77
order_000225,prod_01537,3,10.0
order_000225,prod_04627,3,10.0
order_000226,prod_01246,3,11.58
order_000226,prod_02798,3,41.98
order_000226,prod_04431,3,10.0
order_000226,prod_04783,1,20.85
order_000226,prod_01813,2,21.17
order_000227,prod_00009,3,28.48
order_000227,prod_03407,1,20.4
order_000227,prod_02407,1,10.0
order_000228,prod_04123,1,43.09
order_000229,prod_03539,2,10.0
order_000229,prod_01453,2,22.46
order_000229,prod_04112,3,10.0
order_000229,prod_04552,3,10.0
order_000229,prod_02371,3,34.9
order_000229,prod_02726,2,10.0
order_000230,prod_03527,2,12.04
order_000230,prod_04479,1,35.17
order_000230,prod_00331,1,33.03
order_000230,prod_01366,3,10.0
order_000231,prod_00389,1,12.73
order_000232,prod_02266,2,10.0
order_000233,prod_02735,1,34.36
order_000233,prod_00369,1,11.45
order_000234,prod_00583,3,28.88
order_000235,prod_00764,3,11.73
order_000235,prod_04710,2,30.81
order_000235,prod_03492,1,16.16
order_000235,prod_00638,1,19.73
order_000236,prod_00506,1,10.0
order_000236,prod_03247,2,12.26
order_000237,prod_00331,1,33.03
order_000237,prod_00396,2,10.0
order_000238,prod_04551,2,13.75
order_000238,prod_04074,2,10.0
order_000238,prod_00862,3,10.0
order_000239,prod_00381,2,15.42
order_000239,prod_03350,1,26.04
order_000239,prod_04845,2,21.05
order_000240,prod_03897,3,53.17
order_000241,prod_01387,3,12.09
order_000241,prod_00606,1,33.18
order_000241,prod_01457,3,29.14
order_000242,prod_01585,3,10.0
order_000242,prod_01349,2,42.91
order_000242,prod_01100,3,28.38
order_000243,prod_03102,1,68.2
order_000243,prod_00225,2,69.39
order_000243,prod_02788,2,20.32
order_000244,prod_04201,2,20.02
order_000245,prod_02925,1,20.28
order_000245,prod_04359,1,22.58
order_000246,prod_00181,1,167.82
order_000246,prod_00502,3,57.11
order_000247,prod_02857,1,47.41
order_000247,prod_00219,1,10.0
order_000248,prod_04249,3,44.81
order_000248,prod_03827,1,51.37
order_000249,prod_00292,3,14.9
order_000250,prod_02764,3,12.41
order_000250,prod_00958,1,39.67
order_000250,prod_00455,1,27.78
order_000251,prod_01539,2,10.05
order_000251,prod_02873,1,13.56
order_000251,prod_01660,1,10.0
order_000251,prod_01728,3,14.84
order_000252,prod_00178,3,10.0
order_000253,prod_03542,1,123.85
order_000253,prod_02644,3,47.45
order_000253,prod_04809,2,84.03
order_000253,prod_04878,2,12.67
order_000253,prod_01982,3,13.64
order_000253,prod_02400,1,16.24
order_000254,prod_04071,3,19.17
order_000254,prod_01095,3,17.79
order_000254,prod_02519,2,22.52
order_000255,prod_01073,2,12.58
order_000255,prod_02584,2,10.0
order_000256,prod_02831,2,45.89
order_000256,prod_04700,3,15.22
order_000257,prod_03016,1,35.02
order_000257,prod_03863,3,16.03
order_000258,prod_03967,2,113.36
order_000258,prod_03290,3,19.63
order_000258,prod_02786,1,30.55
order_000259,prod_04376,2,34.86
order_000259,prod_03248,3,32.95
order_000260,prod_03249,3,47.86
order_000261,prod_00349,3,23.63
order_000261,prod_02452,3,59.44
order_000262,prod_03863,1,16.03
order_000262,prod_01038,3,45.58
order_000263,prod_00978,3,17.7
order_000263,prod_02152,2,38.61
order_000263,prod_04786,2,10.0
order_000264,prod_02488,3,17.87
order_000264,prod_01102,3,34.64
order_000265,prod_04650,2,19.54
order_000265,prod_01735,3,29.52
order_000265,prod_01631,2,30.25
order_000265,prod_02792,1,14.36
order_000266,prod_01052,1,15.21
order_000267,prod_00339,2,13.73
order_000267,prod_00629,1,22.63
order_000268,prod_04729,2,18.3
order_000268,prod_04504,2,34.96
order_000268,prod_04265,1,10.0
order_000268,prod_02703,2,260.24
order_000268,prod_04961,2,15.06
order_000268,prod_00911,3,10.0
order_000269,prod_01134,1,28.36
order_000269,prod_03859,2,10.0
order_000270,prod_03267,3,57.75
order_000271,prod_03481,1,10.0
order_000272,prod_01312,3,13.45
order_000272,prod_03270,2,35.39
order_000272,prod_03419,3,42.08
order_000273,prod_02332,3,36.5
order_000274,prod_00168,1,14.84
order_000274,prod_01939,3,10.25
order_000275,prod_01102,3,34.64
order_000275,prod_01689,2,13.89
order_000275,prod_03576,2,35.68
order_000276,prod_02045,3,10.0
order_000276,prod_03964,1,38.95
order_000277,prod_00969,1,52.19
order_000277,prod_01741,2,175.13
order_000278,prod_04600,3,36.4
order_000278,prod_04380,1,26.86
order_000278,prod_02340,3,32.51
order_000278,prod_03475,3,25.77
order_000278,prod_04180,1,46.86
order_000279,prod_00261,3,19.85
order_000279,prod_04422,3,10.0
order_000279,prod_03649,1,27.27
order_000279,prod_03542,1,123.85
order_000279,prod_04674,1,85.38
order_000279,prod_01329,1,42.23
order_000280,prod_01697,3,13.61
order_000280,prod_01505,2,46.28
order_000281,prod_00854,2,10.0
order_000281,prod_02186,2,40.35
order_000282,prod_01021,2,10.0
order_000282,prod_03708,3,38.73
order_000282,prod_02171,1,24.86
order_000283,prod_02780,1,16.17
order_000283,prod_04286,1,42.84
order_000283,prod_04121,2,164.41
order_000284,prod_02068,2,36.93
order_000284,prod_00763,3,20.18
order_000284,prod_04070,3,35.35
order_000285,prod_00760,3,20.92
order_000286,prod_01259,3,20.18
order_000286,prod_01228,3,11.82
order_000286,prod_04823,2,12.92
order_000287,prod_02063,3,10.0
order_000287,prod_01968,2,31.91
order_000287,prod_04632,1,10.0
order_000288,prod_04174,1,10.79
order_000288,prod_03570,3,10.0
order_000289,prod_03484,3,21.55
order_000290,prod_04495,1,42.68
order_000290,prod_00494,2,10.0
order_000290,prod_00552,1,12.21
order_000290,prod_02666,1,11.57
order_000290,prod_03359,1,40.47
order_000291,prod_04224,1,10.0
order_000291,prod_03368,3,10.0
order_000291,prod_02468,2,10.0
order_000291,prod_04969,3,10.25
order_000291,prod_01819,2,29.95
order_000292,prod_04509,3,39.13
order_000292,prod_01128,3,36.4
order_000292,prod_00318,2,12.61
order_000292,prod_04976,1,42.53
order_000293,prod_03246,2,17.54
order_000293,prod_00548,1,17.24
order_000293,prod_02887,2,55.6
order_000293,prod_01417,3,53.16
order_000293,prod_03085,1,10.0
order_000293,prod_01506,3,78.26
order_000294,prod_02282,3,14.51
order_000294,prod_03700,1,59.13
order_000294,prod_04072,1,41.62
order_000295,prod_04147,3,53.08
order_000296,prod_00932,3,14.85
order_000296,prod_03448,3,21.9
order_000296,prod_04982,3,17.25
order_000297,prod_03547,2,19.92
order_000297,prod_00997,2,13.63
order_000297,prod_00830,2,48.0
order_000298,prod_04470,3,24.3
order_000299,prod_02249,1,44.9
order_000299,prod_00264,3,40.55
order_000299,prod_01425,2,35.38
order_000299,prod_01864,3,26.72
order_000300,prod_04533,3,39.13
order_000300,prod_02536,3,20.9
order_000300,prod_04803,1,19.33
order_000300,prod_00838,2,10.0
order_000300,prod_01244,2,20.17
order_000301,prod_04719,2,11.12
order_000301,prod_04486,1,18.9
order_000301,prod_00747,3,12.78
order_000302,prod_03531,1,10.0
order_000302,prod_02777,3,10.0
order_000303,prod_02262,1,12.85
order_000303,prod_00974,3,10.0
order_000303,prod_01645,1,28.03
order_000304,prod_04389,2,114.23
order_000304,prod_01539,3,10.05
order_000305,prod_01726,3,19.11
order_000305,prod_04506,1,120.28
order_000306,prod_03290,2,19.63
order_000307,prod_00637,2,20.36
order_000307,prod_02929,1,18.27
order_000307,prod_04234,1,15.17
order_000307,prod_03637,2,13.02
order_000307,prod_02045,2,10.0
order_000307,prod_02038,1,36.64
order_000308,prod_04617,3,10.0
order_000308,prod_03174,1,73.09
order_000309,prod_02896,1,27.13
order_000309,prod_03811,1,15.5
order_000309,prod_04711,3,75.34
order_000310,prod_02822,3,13.35
order_000310,prod_00707,3,11.25
order_000310,prod_03154,3,84.45
order_000311,prod_04695,2,32.33
order_000311,prod_01900,1,24.12
order_000311,prod_01908,2,119.56
order_000312,prod_04767,1,10.0
order_000312,prod_01646,2,140.02
order_000313,prod_03366,2,15.32
order_000314,prod_01575,2,24.09
order_000314,prod_02146,2,10.0
order_000314,prod_01646,1,140.02
order_000315,prod_01759,1,24.36
order_000315,prod_00374,1,10.46
order_000316,prod_00842,2,44.17
order_000317,prod_01681,1,27.11
order_000317,prod_02482,3,67.53
order_000317,prod_02718,2,12.13
order_000317,prod_04334,2,16.81
order_000318,prod_01163,3,80.42
order_000318,prod_01375,1,37.29
order_000318,prod_03441,3,12.74
order_000318,prod_03857,1,38.43
order_000318,prod_02839,3,27.66
order_000319,prod_02321,1,104.27
order_000319,prod_01235,2,22.24
order_000319,prod_03292,3,21.77
order_000320,prod_02257,1,81.15
order_000320,prod_02572,3,97.87
order_000320,prod_01209,3,16.35
order_000320,prod_04841,3,10.0
order_000320,prod_01736,2,32.24
order_000321,prod_03466,1,61.86
order_000321,prod_01252,2,41.36
order_000321,prod_01709,1,10.0
order_000322,prod_00202,1,45.77
order_000322,prod_01728,1,14.84
order_000322,prod_00282,3,46.6
order_000323,prod_01239,3,12.18
order_000323,prod_02774,3,10.35
order_000323,prod_02471,3,17.02
order_000323,prod_00943,3,56.46
order_000323,prod_02897,3,50.62
order_000324,prod_00236,3,16.08
order_000325,prod_04030,1,11.89
order_000325,prod_01284,1,12.93
order_000326,prod_04664,2,42.0
order_000326,prod_00597,3,15.82
order_000327,prod_04809,1,84.03
order_000328,prod_02707,1,30.48
order_000329,prod_03151,1,10.0
order_000329,prod_04423,1,60.96
order_000330,prod_04055,3,10.0
order_000330,prod_02087,3,24.0
order_000330,prod_04684,2,10.0
